step,data_loss,penalty,objective,optimality,b,w_area,w_age
4.800000000000000000e+01,7.810038961529874541e+03,4.644845370439760700e+03,1.245488433196963524e+04,6.257640625063363125e-03,3.319203307111111371e+03,2.024265104999454081e+02,-4.185162973968213684e+00
4.900000000000000000e+01,7.810003937381791729e+03,4.644880387157981204e+03,1.245488432453977293e+04,5.044597167937927076e-03,3.319203307111111371e+03,2.024277318515329114e+02,-4.185499233490234339e+00
5.000000000000000000e+01,7.809975581439009147e+03,4.644908738258346602e+03,1.245488431969735575e+04,4.066836641614564318e-03,3.319203307111111371e+03,2.024287164441499272e+02,-4.185775752454827803e+00
5.100000000000000000e+01,7.809952623964440136e+03,4.644931692576535170e+03,1.245488431654097440e+04,3.278696957568673874e-03,3.319203307111111371e+03,2.024295101997658151e+02,-4.186003049148793842e+00
5.200000000000000000e+01,7.809934037064750555e+03,4.644950277418630321e+03,1.245488431448338088e+04,2.643382994463074932e-03,3.319203307111111371e+03,2.024301501281308333e+02,-4.186189810376252929e+00
5.300000000000000000e+01,7.809918988604367769e+03,4.644965324537557535e+03,1.245488431314192530e+04,2.131243735588686430e-03,3.319203307111111371e+03,2.024306660574099510e+02,-4.186343205945351365e+00
5.400000000000000000e+01,7.809906804909604944e+03,4.644977507357668401e+03,1.245488431226727334e+04,1.718384358102546848e-03,3.319203307111111371e+03,2.024310820285523960e+02,-4.186469150119761728e+00
5.500000000000000000e+01,7.809896940583508695e+03,4.644987371113418703e+03,1.245488431169692740e+04,1.385548118570090496e-03,3.319203307111111371e+03,2.024314174187720425e+02,-4.186572518764989148e+00
5.600000000000000000e+01,7.809888954073981949e+03,4.644995357250996676e+03,1.245488431132497863e+04,1.117215555367271880e-03,3.319203307111111371e+03,2.024316878467968479e+02,-4.186657329530281579e+00
5.700000000000000000e+01,7.809882487897418287e+03,4.645001823184970817e+03,1.245488431108238910e+04,9.008787447389632374e-04,3.319203307111111371e+03,2.024319059023027307e+02,-4.186726891228526704e+00
5.800000000000000000e+01,7.809877252630005387e+03,4.645007058294152557e+03,1.245488431092415703e+04,7.264565742402271991e-04,3.319203307111111371e+03,2.024320817336984533e+02,-4.186783927578137998e+00
5.900000000000000000e+01,7.809873013948374137e+03,4.645011296872562525e+03,1.245488431082093666e+04,5.858236138090840367e-04,3.319203307111111371e+03,2.024322235217849482e+02,-4.186830679627772334e+00
6.000000000000000000e+01,7.809869582138483565e+03,4.645014728615113199e+03,1.245488431075359767e+04,4.724305029917198642e-04,3.319203307111111371e+03,2.024323378614608089e+02,-4.186868990474120089e+00
6.100000000000000000e+01,7.809866803602374603e+03,4.645017507107286292e+03,1.245488431070966180e+04,3.809980680395600025e-04,3.319203307111111371e+03,2.024324300693358509e+02,-4.186900375285559583e+00
6.200000000000000000e+01,7.809864553982239158e+03,4.645019756698752644e+03,1.245488431068099089e+04,3.072708385898101184e-04,3.319203307111111371e+03,2.024325044316431672e+02,-4.186926079141978896e+00
6.300000000000000000e+01,7.809862732593721375e+03,4.645021578068563031e+03,1.245488431066228441e+04,2.478184235687728477e-04,3.319203307111111371e+03,2.024325644040431484e+02,-4.186947124781261742e+00
6.400000000000000000e+01,7.809861257919094896e+03,4.645023052730978634e+03,1.245488431065007353e+04,1.998754473355665313e-04,3.319203307111111371e+03,2.024326127726605193e+02,-4.186964351990069666e+00
